"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"425",425,20,"RL",0.72,90,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1956,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",74,"TA","TA","CBlock","Gd","TA","No","LwQ",6.16,"Unf",0,5.8,11.96,"GasA","Gd","Y","FuseA",1196,0,0,11.96,1,0,1,0,2,1,"TA",6,"Typ",1,"Gd","Attchd",1956,"RFn",1,2.97,"TA","TA","Y",0,0.44,0,0,0,0,"None","None","None",0,5,2008,"WD","Normal",139000
"426",426,60,"RM",0.6,33.78,"Pave","Grvl","Reg","HLS","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,1946,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,6.51,6.51,"GasA","Gd","Y","SBrkr",707,682,0,13.89,0,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Detchd",1947,"Unf",1,2.4,"TA","TA","P",0,0,1.26,0,0,0,"None","None","None",0,9,2009,"WD","Normal",135000
"428",428,20,"RL",0.77,85.93,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1957,1957,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",2.88,"Unf",0,6.19,9.07,"GasA","Ex","Y","SBrkr",907,0,0,9.07,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd",1964,"Unf",1,3.52,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,7,2008,"WD","Normal",109008
"429",429,20,"RL",0.64,67.62,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,"Gd","TA","PConc","Gd","TA","No","GLQ",6.64,"Unf",0,5.44,12.08,"GasA","Ex","Y","SBrkr",1208,0,0,12.08,1,0,2,0,2,1,"Gd",6,"Typ",0,"None","Attchd",2007,"RFn",2,6.28,"TA","TA","Y",1.05,0.54,0,0,0,0,"None","None","None",0,9,2007,"New","Partial",195400
"430",430,20,"RL",1.3,114.57,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,1988,1988,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Mn","GLQ",10.05,"Unf",0,3.87,13.92,"GasA","TA","Y","SBrkr",1412,0,0,14.12,1,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",1988,"Unf",2,5.76,"TA","TA","Y",0,0,1.69,0,0,0,"None","None","None",0,3,2009,"WD","Normal",175000
"434",434,60,"RL",1,108.39,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,9.26,9.26,"GasA","Ex","Y","SBrkr",926,678,0,16.04,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1997,"Fin",2,4.7,"TA","TA","Y",0,0.36,0,0,0,0,"None","None","None",0,7,2008,"WD","Normal",181000
"436",436,60,"RL",0.43,106.67,"Pave","None","IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","PosN","Norm","1Fam","2Story",7,6,1996,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",3.85,"ALQ",3.44,0.7,7.99,"GasA","Ex","Y","SBrkr",827,834,0,16.61,1,0,2,1,3,1,"Gd",6,"Typ",1,"TA","Attchd",1996,"RFn",2,5.5,"TA","TA","Y",1.58,0.61,0,0,0,0,"None","None","None",0,4,2009,"ConLw","Normal",212000
"437",437,50,"RM",0.4,44,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,8,1920,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,6.48,6.48,"GasA","TA","Y","FuseA",734,384,0,11.18,0,0,1,0,2,1,"TA",6,"Typ",0,"None","Detchd",1990,"Unf",2,4.4,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,10,2006,"WD","Normal",116000
"438",438,45,"RM",0.5,60,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",6,7,1926,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","TA","TA","No","Unf",0,"Unf",0,8.84,8.84,"GasA","Gd","Y","SBrkr",904,0,0,9.04,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd",1926,"Unf",1,1.8,"TA","TA","Y",0,0,1.05,0,0,0,"None","None","None",0,1,2009,"WD","Normal",119000
"440",440,50,"RL",0.67,123.54,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,8,1920,2000,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Unf",0,"Unf",0,6.84,6.84,"GasA","Gd","Y","SBrkr",684,512,0,11.96,0,0,1,0,3,1,"Gd",7,"Typ",0,"None","Detchd",2005,"Unf",2,5.28,"TA","TA","Y",0,0.46,0,0,0,0,"None","GdPrv","Shed",800,8,2009,"ConLI","Normal",110000
"443",443,50,"RM",0.52,62.4,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1930,1992,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,10.78,10.78,"GasA","TA","Y","SBrkr",1128,445,0,15.73,0,0,2,0,3,1,"TA",8,"Typ",1,"Gd","Detchd",1930,"Unf",2,3.6,"TA","TA","P",0,0,0,0,0,0,"None","None","None",0,6,2008,"WD","Normal",162900
"444",444,120,"RL",0.53,39.22,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2006,2007,"Gable","CompShg","WdShing","Wd Shng","BrkFace",72,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,12.58,12.58,"GasA","Ex","Y","SBrkr",1258,0,0,12.58,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"Fin",3,6.48,"TA","TA","Y",1.44,0.16,0,0,0,0,"None","None","None",0,6,2007,"New","Partial",172500
"445",445,60,"RL",0.7,87.5,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","TA","No","GLQ",6.42,"Unf",0,2.73,9.15,"GasA","Ex","Y","SBrkr",933,975,0,19.08,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1994,"Unf",2,4.93,"TA","TA","Y",1.44,1.33,0,0,0,0,"None","None","None",0,7,2008,"WD","Normal",210000
"446",446,20,"RL",0.73,98.55,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,5,1956,1956,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,14.36,14.36,"GasA","Fa","Y","SBrkr",1689,0,0,16.89,0,0,1,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1956,"Unf",2,4.8,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,11,2009,"COD","Normal",127500
"447",447,20,"RL",1.37,164.92,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NAmes","PosA","Norm","1Fam","1Story",6,6,1966,2002,"Gable","CompShg","BrkFace","Plywood","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ",2.47,"Rec",7.13,5.57,15.17,"GasA","Ex","Y","SBrkr",1888,0,0,18.88,0,0,2,1,2,1,"Gd",6,"Mod",1,"Gd","Attchd",1966,"Fin",2,5.78,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,6,2010,"WD","Normal",190000
"448",448,60,"RL",0.69,112.14,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,9.3,9.3,"GasA","Gd","Y","SBrkr",956,930,0,18.86,0,0,2,1,4,1,"Gd",10,"Typ",1,"TA","Attchd",1998,"Fin",2,4.31,"TA","TA","Y",0.89,0,0,0,0,0,"None","None","None",0,7,2006,"WD","Normal",199900
"449",449,50,"RM",0.5,86,"Pave","None","Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,1937,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,7.8,7.8,"GasA","TA","Y","SBrkr",780,596,0,13.76,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Detchd",1937,"Unf",1,1.98,"TA","TA","N",0,0,0,0,0,0,"None","None","None",0,6,2006,"WD","Normal",119500
"453",453,60,"RL",0.69,93.03,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","2Story",6,5,1996,1997,"Hip","CompShg","VinylSd","VinylSd","BrkFace",42,"Gd","TA","PConc","Ex","TA","No","ALQ",7.42,"Unf",0,1.3,8.72,"GasA","Ex","Y","SBrkr",888,868,0,17.56,1,0,2,1,3,1,"TA",7,"Typ",0,"None","Attchd",1996,"Fin",2,4.22,"TA","TA","Y",1.44,1.22,0,0,0,0,"None","None","None",0,7,2007,"WD","Normal",204000
"454",454,60,"FV",0.75,90,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.68,7.68,"GasA","Ex","Y","SBrkr",786,804,0,15.9,0,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd",2008,"RFn",2,6.76,"TA","TA","Y",0,0.3,0,0,0,0,"None","None","None",0,6,2009,"WD","Normal",210000
"456",456,20,"RL",0.8,96,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,6,1973,1973,"Hip","CompShg","HdBoard","HdBoard","BrkFace",320,"TA","TA","CBlock","TA","TA","No","ALQ",9.16,"Unf",0,3.26,12.42,"GasA","Fa","Y","SBrkr",1242,0,0,12.42,0,0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1973,"Unf",2,5.28,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,9,2007,"WD","Normal",175500
"460",460,50,"RL",0.69,70.15,"Pave","None","IR1","Bnk","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,4,1950,1950,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",161,"TA","TA","CBlock","TA","TA","No","LwQ",1.85,"Unf",0,5.24,7.09,"GasA","TA","Y","SBrkr",979,224,0,12.03,1,0,1,0,3,1,"Gd",5,"Typ",1,"TA","Detchd",1950,"Unf",1,3.52,"TA","TA","Y",0,0,2.48,0,0,0,"None","None","None",0,7,2009,"WD","Normal",110000
"462",462,70,"RL",0.6,72,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Feedr","Norm","1Fam","2Story",7,9,1936,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","PConc","Gd","Gd","No","ALQ",3.5,"BLQ",2.1,0,5.6,"GasA","Ex","Y","SBrkr",575,560,0,11.35,1,0,1,0,3,1,"Gd",6,"Typ",0,"None","Detchd",1971,"RFn",2,5.76,"TA","TA","Y",2.56,0,0,0,0,0,"None","MnPrv","None",0,4,2009,"WD","Normal",155000
"465",465,20,"RL",0.6,84.3,"Pave","None","Reg","HLS","AllPub","Inside","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,5,1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkFace",136,"TA","TA","CBlock","Gd","TA","No","Rec",6.16,"Unf",0,4.24,10.4,"GasA","TA","Y","SBrkr",1040,0,0,10.4,0,0,2,0,3,1,"TA",5,"Typ",0,"None","None",1980,"None",0,0,"None","None","Y",0,0,0,0,0,0,"None","None","None",0,8,2009,"WD","Normal",124000
"466",466,120,"RM",0.69,30.72,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2004,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",18,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,13.75,13.75,"GasA","Ex","Y","SBrkr",1414,0,0,14.14,0,0,2,0,2,1,"Gd",6,"Typ",1,"TA","Attchd",2004,"Fin",2,3.98,"TA","TA","Y",1.44,0.2,0,0,0,0,"None","None","None",0,5,2006,"WD","Normal",178740
"467",467,20,"RL",0.85,106.28,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,5,1970,1970,"Flat","Tar&Grv","Plywood","Plywood","None",0,"TA","Gd","CBlock","TA","Gd","Gd","GLQ",7.78,"Unf",0,4.99,12.77,"GasA","TA","Y","SBrkr",1277,0,0,12.77,1,0,1,0,2,1,"TA",5,"Typ",1,"Po","Attchd",1970,"Unf",2,5.26,"TA","TA","Y",0,0,0,0,1.76,0,"None","GdWo","None",0,4,2007,"WD","Normal",167000
"468",468,70,"RL",0.79,94.8,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","2Story",5,7,1942,1995,"Gable","CompShg","MetalSd","MetalSd","Stone",224,"TA","TA","CBlock","TA","TA","No","LwQ",3.86,"Unf",0,3.42,7.28,"GasA","Ex","Y","SBrkr",888,756,0,16.44,0,0,1,1,3,1,"Gd",7,"Typ",2,"Gd","Attchd",1942,"Unf",1,3.12,"TA","TA","Y",1.68,0,0,0,0,0,"None","None","None",0,6,2007,"WD","Normal",146500
"470",470,60,"RL",0.76,92.91,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","SawyerW","RRNe","Norm","1Fam","2Story",6,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",120,"Gd","TA","PConc","Gd","TA","No","GLQ",4.26,"Unf",0,4.06,8.32,"GasA","Ex","Y","SBrkr",832,878,0,17.1,0,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd",1993,"RFn",2,5.06,"TA","TA","Y",1.44,0.7,0,0,0,0,"None","None","None",0,6,2008,"WD","Normal",187000
"472",472,60,"RL",0.92,119.52,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","PosA","Norm","1Fam","2Story",7,6,1977,1977,"Mansard","WdShake","WdShing","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,8.08,8.08,"GasA","TA","Y","SBrkr",1161,808,0,19.69,0,0,2,1,3,1,"TA",8,"Typ",1,"Gd","Attchd",1977,"RFn",2,5.34,"TA","TA","Y",0,0,0,0,2.76,0,"None","None","None",0,11,2007,"WD","Normal",190000
"473",473,180,"RM",0.35,36.75,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","TwnhsE","SLvl",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",80,"TA","TA","PConc","Gd","TA","Gd","GLQ",4.59,"Unf",0,0.88,5.47,"GasA","Ex","Y","SBrkr",1072,0,0,10.72,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Basment",2005,"RFn",2,5.25,"TA","TA","Y",0,0.28,0,0,0,0,"None","None","None",0,6,2008,"WD","Normal",148000
"476",476,20,"RL",0.8,84.8,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1963,1963,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",6.3,"Unf",0,3.4,9.7,"GasA","TA","Y","SBrkr",970,0,0,9.7,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1996,"Unf",2,6.24,"TA","TA","Y",0,0.24,0,0,1.92,0,"None","None","None",0,7,2007,"WD","Normal",132500
"477",477,20,"RL",0.75,131.25,"Pave","None","Reg","Lvl","AllPub","Inside","Mod","CollgCr","Norm","Norm","1Fam","1Story",6,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",215,"TA","TA","PConc","Gd","TA","Gd","GLQ",9.94,"Unf",0,4.84,14.78,"GasA","Ex","Y","SBrkr",1493,0,0,14.93,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",1997,"Fin",2,5.08,"TA","TA","Y",1.4,0.39,0,0,0,0,"None","None","None",0,4,2008,"WD","Normal",208900
"484",484,120,"RM",0.32,45,"Pave","None","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","Twnhs","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",116,"TA","TA","PConc","Ex","TA","No","GLQ",8.97,"Unf",0,3.19,12.16,"GasA","Ex","Y","SBrkr",1216,0,0,12.16,1,0,2,0,2,1,"TA",5,"Typ",0,"None","Attchd",1998,"Unf",2,4.02,"TA","TA","Y",0,1.25,0,0,0,0,"None","None","None",0,5,2006,"WD","Normal",164000
"485",485,20,"RL",0.69,77.58,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1962,2001,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",5.88,"Unf",0,4.11,9.99,"GasA","Gd","Y","SBrkr",999,0,0,9.99,1,0,1,0,3,1,"Gd",6,"Typ",0,"None","Detchd",1963,"Unf",1,2.64,"TA","TA","Y",0,1.32,0,0,0,0,"None","None","None",0,3,2007,"WD","Normal",132500
"486",486,20,"RL",0.8,96,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1950,2007,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ",6.07,"Unf",0,5.06,11.13,"GasA","Gd","Y","SBrkr",1113,0,0,11.13,0,0,1,0,3,1,"Gd",5,"Typ",1,"Gd","Attchd",1950,"Unf",1,2.64,"TA","TA","Y",0,0.8,1.2,0,0,0,"None","None","None",0,7,2009,"WD","Normal",147000
"487",487,20,"RL",0.79,102.89,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1965,1965,"Hip","CompShg","MetalSd","MetalSd","BrkFace",168,"TA","TA","CBlock","TA","TA","No","ALQ",8.36,"Unf",0,2.37,10.73,"GasA","TA","Y","SBrkr",1073,0,0,10.73,1,0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd",1965,"RFn",2,5.15,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,6,2007,"WD","Normal",156000
"488",488,20,"RL",0.7,122.43,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1971,1971,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",9.98,"Unf",0,4.86,14.84,"GasA","Gd","Y","SBrkr",1484,0,0,14.84,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1971,"Unf",2,4.87,"TA","TA","Y",2.24,0,0,0,1.8,0,"None","None","None",0,2,2007,"WD","Normal",175000
"491",491,160,"RM",0.69,26.65,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",5,6,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,2.64,2.64,"GasA","TA","Y","SBrkr",616,688,0,13.04,0,0,1,1,3,1,"TA",4,"Typ",1,"Gd","BuiltIn",1976,"Fin",1,3.36,"TA","TA","Y",1.41,0.24,0,0,0,0,"None","None","None",0,6,2008,"WD","Normal",115000
"492",492,50,"RL",0.79,94.9,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,7,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",4.03,"Rec",1.65,2.38,8.06,"GasA","TA","Y","FuseA",958,620,0,15.78,1,0,1,0,3,1,"Fa",5,"Typ",2,"TA","Attchd",1941,"Unf",1,2.4,"TA","TA","Y",0,0,0.32,0,0,0,"None","MnPrv","None",0,8,2006,"WD","Normal",133000
"493",493,60,"RL",1.05,155.78,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.28,7.28,"GasA","Gd","Y","SBrkr",728,728,0,14.56,0,0,2,1,3,1,"TA",8,"Typ",0,"None","Attchd",2006,"RFn",2,4.29,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,5,2006,"New","Partial",172785
"494",494,20,"RL",0.7,79.31,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1960,1960,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",3.74,"LwQ",5.32,3.63,12.69,"GasA","TA","Y","FuseA",1269,0,0,12.69,0,0,1,1,3,1,"TA",6,"Typ",1,"Fa","Detchd",1964,"Unf",1,3.08,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,6,2008,"WD","Normal",155000
"499",499,20,"RL",0.65,78,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1967,2004,"Hip","CompShg","HdBoard","HdBoard","BrkFace",89,"TA","TA","PConc","TA","TA","No","ALQ",4.5,"Unf",0,4.14,8.64,"GasA","Ex","Y","SBrkr",899,0,0,8.99,0,0,1,0,3,1,"Gd",5,"Typ",0,"None","Attchd",1967,"Fin",1,2.88,"TA","TA","Y",0.64,0,0,0,0,0,"None","MnPrv","None",0,6,2009,"WD","Normal",130000
"500",500,20,"RL",0.7,75.35,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1958,1985,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",1.11,"LwQ",2.79,5.22,9.12,"GasA","Fa","Y","SBrkr",912,0,0,9.12,0,1,1,0,2,1,"TA",5,"Typ",0,"None","Attchd",1958,"Fin",1,2.97,"TA","TA","Y",0.12,2.85,0,0,0,0,"None","MnWw","Shed",480,6,2007,"WD","Normal",120000
"501",501,160,"RM",0.21,18.9,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",285,"TA","TA","CBlock","TA","TA","No","BLQ",3.56,"Unf",0,3.16,6.72,"GasA","TA","Y","SBrkr",672,546,0,12.18,0,0,1,1,3,1,"TA",7,"Typ",0,"None","Detchd",1973,"Unf",1,2.64,"TA","TA","Y",1.44,0.28,0,0,0,0,"None","None","None",0,5,2007,"WD","Normal",113000
"503",503,20,"RL",0.7,91.7,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Feedr","Norm","1Fam","1Story",5,7,1965,1965,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",6.98,"GLQ",0.96,4.2,12.14,"GasA","Ex","Y","SBrkr",1214,0,0,12.14,1,0,1,0,2,1,"TA",6,"Typ",0,"None","Detchd",1965,"Unf",2,4.61,"Fa","Fa","Y",0,0,1.84,0,0,0,"None","GdPrv","Shed",400,4,2007,"WD","Normal",140000
"505",505,160,"RL",0.24,23.08,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","TwnhsE","2Story",6,5,1974,1974,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",2.57,"Rec",4.95,1.03,8.55,"GasA","TA","Y","SBrkr",855,467,0,13.22,0,1,2,1,3,1,"TA",6,"Typ",1,"Fa","Attchd",1974,"Unf",2,4.4,"TA","TA","Y",2.6,0,0,0,0,0,"None","None","None",0,6,2009,"WD","Normal",147000
"507",507,60,"RL",0.8,95.54,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",8,5,1993,1994,"Gable","CompShg","VinylSd","VinylSd","BrkFace",125,"Gd","TA","PConc","Gd","TA","No","GLQ",3.8,"Unf",0,3.97,7.77,"GasA","Ex","Y","SBrkr",1065,846,0,19.11,0,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1993,"RFn",2,4.71,"TA","TA","Y",1.82,0.81,0,0,0,0,"None","None","None",0,9,2006,"WD","Normal",215000
"509",509,70,"RM",0.6,96,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,9,1928,2005,"Gambrel","CompShg","MetalSd","MetalSd","None",0,"TA","Ex","BrkTil","TA","TA","No","Rec",1.41,"Unf",0,5.48,6.89,"GasA","Ex","Y","SBrkr",689,689,0,13.78,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd",1928,"Unf",2,3.6,"TA","TA","N",0,0,1.16,0,0,0,"None","None","None",0,10,2008,"WD","Normal",161000
